line	text
1458	يلا ياعسل انتى التانيه بسرعة هنتأخر
9997	مين يا حربى. انت تعرفهم. وعرفت ازاى.
14013	ولا يهمك ياعسل. بس اى روايح الذبدة السايحة دى
2153	اتفقنا والله وهتلعب صح.
1788	لا هفضل معاك ونبي يا ادهم
5984	ياريت علشان مراتي حامل
7397	تمام
12034	خديجه
2256	وي وي وي .. دانتي شكل نفووخك ضرب يابت المحرووق
10788	متقلقيش يا ماما انا هفضل معاكم مش همشى
13740	بنتي وهي راجعه من مصنع الدقيق بتاع حازم بيه رجالة البلد اتهجمو عليها، ابوس ايدك يا بيه. بتعيط، جوزي يموت فيها
162	ه. هو كان سكران وقال كلام مش مفهوم وانا خوفت منه
8315	- ماهى اللى غبية مش فاهمة. انا جولتلها هاخليكى تكملى تعليمك بس في بيتى زى اخويا الدكتور وصاحبتك نهال. بس هي مش مصدقة وعايشة دور الطالبة النجيبة وكأنها هاتطلع الدكتور مجدى يعقوب.
10286	انا هابقي اهلك كلهم يااطارق
9340	بتتأسف لى انا عمرى ما نسيت ولا انت مش عارف احنا هنا لى
15902	حاضر.
10359	اكتمى يابت .. مش عاوزه حديت مالهوش لازمه .. هفهمكم كل حاجه بس في وقتها .. المهم دلوق جوازكم علي ولاد عادل هيكون علي ورق وبس ...
21260	ريم حبيبتى عاملة اى
4654	اكيد قالتلك صباح اي لازمته السوال الكتير
10334	الله يسلمك ياوعد .. عقبالك انتي وحمزه كده
14811	أنا فرحانة قوى مش مصدقة الخبر السمعته ده اكيد سليم هيفرح انا النهاردة متأكدة ١٠٠% أن فكرة الأنتقام اتمحت من مخى وكل تفكيرى انا النهاردة هبدأ من جديد صفحة بيضة مفهاش إنتقام أو كره أو حقد فقد حب.
21661	مينفعش تصلى بشعرك لازم تلبسى حجاب أنتى وبتصلى روحى ألبسى الأسدال وتعالى
8780	ايوه فهمته
15485	سليم ! انت عارف ليه ثريا وافقت على جوازنا من بنتها .. لانها كانت متفقه معاهم انهم يمضنونا على عقود بيع وشرا وان فى مشتري مستعد ياخد كل دا ويدفع فى وقتها .. انا سمعتها بتقول كده لنورا .. سليم الموضوع بيتعقد ... وفى سر كبير واحنا لازم نعرفه !
15159	ربنا ستر. دا عيالنا كانوا ولعوا في البلد كلها
9349	العفوا ياستى هو انا عملت اى
9341	ما متك تعبانة انتى مش خايفة لحالتها تدهور بعد ما تعرف انك اختفيتى
9531	متبوظش الخطه يابابي ..
19264	مدام مظلومين. يبجى اكيد ربنا هايظهر برائتهم. مش هما مظلومين برضك يا ست هانم.
2868	هي مش دخلتها كانت امبارح .. اتصرفي عاد !
13240	سامحنى يا باشا والله ما هتحصل تانى
8610	دانه انتى امته دخلتى
8088	أكيد ياحبيبتى أسألى
21361	جواز وائل. اصله شاف بنت في الفرح امبارح عجبته ومعرفش هي مين؟
19227	إن شاء الله تطمنوا عليها
5310	ونعمة بالله
17096	أنا موافقة على الجواز من أيهم وتركته وركضت على غرفتها
17781	انتي كويسه
20070	- وهي الحاجات دى فيها هزار يابنتى؟ دا الراجل كان هايطير من الفرحة ومكانش مصدق. على فكرة يا نهال نبهى على صحابتك تتعدل في الرد عليا وبلاش منه الوش الخشب ده.
11449	مش هسمع حاجه ... مش طايقه اسمع صووتك ابعد كده عني
9072	ههه هي قالتلك اني قربت منها هههه الصراحة كانت ل.
4669	خدي اهنه ي بت .. فين اوضة ستك سميه
18520	و إلى يخلي عمك ادهم يجي يخدنا يخلينا نرحلو احسن، الطريق عطلانه بسبب الطين.
450	ترجع بسلامه يا حبيبي، جات سلسبيل عليهم و هي بتجري
2168	ماتنطقي عااد وتقوليلي شااايفه ايه
2674	بس مش هتشوفك.
20466	خبر ايه ياعم متولى شادد حيلك علينا اكده. الحاجات دى احنا متعاودين عليها. ياعنى ماعدتش تأثر فينا. دى بجيت كيف كوباية الشاى كده بالنسبالنا
11825	لا مفيش انا جيت أشوف لو محتاج حاجة
6314	احم انا اكتر
8158	اخلصى يا بدور.
16614	انا برضوا ولا جلعك الماسخ
18578	هسكت
12014	سليم
7917	متشكره انتوا من فين يابنات. قبل ماتتكلموا هاعرفكم بنفسى انا بثينه من هنا. المحافظه نفسها يعنى
971	انا اعرف اي حاجه ف اي وقت .. وعاوزك تحطي فى اعتبارك اني هكون زي ضلك فى كل مكان هتروحيه اتوقعي انك هتلاقيني .. مفهووم !
18998	وانت بردك بتى يابتى .. وسلامتك من سلامته ...
17482	تتجوزيني يا قمر
18544	بتعملي اي يا مجنونه هتبردي
13363	بس بجد حرام عليكم ده انا دموعى مكنتش بتنشف من على خدى كل ليلة
18877	انت كنت فين انا كنت خايفة أوى
8429	تؤ أنا عايز اكل من الايدين الحلوه دي
12504	وعد متقلقيش عليييا .. ماباقيش غيرهم نخلص منهم .. اطمني وحياتنا هتروق وتحلي ..
4730	- ها ياماما عاملة ايه بقى؟
7683	انتي مش بني ادمه
11857	يلا يا لينا عشان ننزل
11880	انا ولله مكنش قصدي، انا اتعوت على سل...
19239	هى دى كلمة صباح الخير يا حبيبى
462	جدعه يابت ..
5041	مفيش حد صاحي كلهم نايمين متأخر امبارح.
6152	ماما صاحيه بره اتلم ..
10642	اى الأخبار
15876	هااااا
5050	مبقاش ليه لازمه قعدتي يا ولاد يعنى الحمدلله عملت العمليه وخفيت ولو انك اصريت عليا احضر الفرح كان المفروض امشي من زمان
15363	لسه بدري اي دا انا اول مره في حياتي اقعد فوق للوقت دا ويلا علشان مرات عمي
15624	كنت بدرس وانا ف الجيش ياوعد وكنت انزل ع الامتحانات وكنت خايف من ابوي .. ومش عاوزو يعرف اني بعمل حاجه من وراه واتحججت بتعليم لقاء واني هبدا من الاول عشان ابوي مياخدش ع خاطره ويعرف اني عملت حاجه من وراه
21297	مش ليه نفس لحاجة
13580	- حل ايه بس يا نيرة؟ انا حاسس ان الموضوع كبير قوى. زاهر انهاردة كان بيصرخ بحرقة وهو بيدافع عن حقه في الارض. قدام الراجل اللى اسمه حسين. عضو المجلس المحلي.
20409	لا الغالي بيفضل غالي و الرخيص بيفضل رخيص وسبحان لله يا قمر الخدامه اه طلعلها صوت ويلا علشان جوزي مستنيني جوه
16874	ليه طيب
19493	ما تيجي يا كارمن تقعد جنب امك و انا اقعد من قدام
13640	امى الله يخليكى جفلى على الموضوع ده انا خلاص جولتلك انى نفسى جفلت
13915	لو سمحتى
4843	- اهلا بيك يادكتور يونس. متشكرين على زوقك.
10983	اي سلومى دى ! مش عجبانى غيريها ..
10820	أهدى ياحبيبتى وهقولك كل حاجة
16621	اهلا يا حربى، الله يكون في عونكم، في مصابكم
4426	وحصلت للحريم كمان يا...
2472	- امال دا خيالى اللى واقف قدامك ياأمى؟
12776	عطيت!، امك اول ما تمت ال 18انا كنت كاتب عليها
4166	مش قادرة
14959	جوري صحيت
13118	أطلب الدكتور بسرعة
19223	مع السلامة
10743	هو ده الحصل يابنى بس يعلم ربنا كنت بحبك وبعتبرك كيف ياسين
16944	ولو مبعدتش.
199	حتا لو بس دا حقك
3793	انتي مين
16441	- بتك جاعدة في بيتي ماتجلجيش عليها ياعمتي.
2347	قولنا شخصيه فايز دي اتمحت يابابا انا حاليا مجوزه فرنك الشخص سويدي الجنسيه ودا بوجي ابنه
6027	- انا كنت بسألك ان كانت البنت شكلها حلو ولا شكل ابوها.
13602	لكن ياولدى
1333	مين بيتصل
16341	بس أنا مش عايزة أروح.
7183	- بصراحة لا. بس انا نفسى اعيش يابنى وماصدقت الدنيا تفتح لى دراعتها تقوم تقفل من تانى. دا انا ربنا بس اللى يعلم اللى فاتت دى عدت على ازى لما قولتلى بالمصيبة دى. دا انا خوفت لا تنزل عليا نقطة ولا اتشل.
8916	اممم. سكتى ليه؟
6303	حلو برضو معرض العربيات بيكسب
11939	مفيش كنت شارد فى الشغل
9399	طيب انا عازمك بليل على العشاء وياريت اعرف ردك
21535	هتروحي لجدك دا المرا إلى فاتت ربنا ستر وحلقت اقولك غيري الازازة إلى في الارض بس تاخدي بالك المرا دي بتتعاملي مع ايهاب مش عبدالرحمن ولو جدك مكبر دماغه والمبلغ إلى ختيها صغير. هيعرف في ثانيه
2091	- حتى لو بستغلك برضوا هاتسمحنى.
15160	الحمد لله. ربنا يتم شفاه على خير
636	سلام يا، سكت شويه و كمل ببتسامه، مراتي، وقفل
13555	- طب وهو زاهر هايعمل ايه دلوقت؟ عشان يعرف يواجه الراجل ده.
21079	كارما جهزى نفسك عشان هنمشى وانتى يادادة كمان
2578	هات انت ولا عاتق ليل ولا نهار
5878	لا متروحيش مع حد. انتى مش كان نفسك تشوفينى وانا بشتغل تعاليلى المستشفى اهى المسافه جريبه وتجيها مشى
16416	خلاص يا ماسة يمكن كان اى حد معدى
8388	دا انا هطلع ماهلك النهارده
18245	انتي هتستعبطي، محدش غيرك يعملها
6182	ان شالله دايما يارب.
15735	فيروز
3685	على اي انا معملتش حاجه
20623	- ايه دا انتو بتفطروا!
19047	تقريبا من يومين أنا مش كنت أعرف لحد ما لارا فى الصبح قالتلى وستأذنت أنها تروح هى ونوران.
18666	اخرسي انتي .. اومال جوزك جاي ميته.
5870	مش عارفه جدى هو اللى هايحدد ويكلم ابويا
13254	ماسة مالك
1993	يلا يا هش كل واحد على بيه انا راجل تعبان وعايزه انام
11669	في اي بس عاوزه انام
8285	- انت بتقول ايه؟ كرر كلامك تانى بصوت اعلى.
12011	الحمد لله انتى عارفة انه الواد الوحيد بعد اخوه المات فى التار كنت عايزه يخلف ويجيب عيل يشيل أسمه ويمد فى نسل العائلة
13771	من فترة ( وسردت له كل المواقف السابقة مع ذلك الرامى )
15129	ياللا ياشباب. ربنا معاكم. واحنا في الانتظار.
7865	ماشى آخر حاجة
20625	- اه، ضربة في ايدك.
10951	عبالك.
18680	ف ايه .. استر ياستار
13855	متعجرف وغبى
19786	مالك شايل طاجن ستك ليه زرعته بن وغرقت
21833	هغيرلها المحاليل .. اهدي محصلش حااجه
17052	عاجبك منظرك كده وانت ممكن تروح فيها وتدفن هنا في الجبل من غير تمن. هاينفعك ساعتها العمده.
5466	حبيبة قلبى صباح الورد
11649	مسافه الطريق ياوعد .. بطلي دلع عاد ونامي يلا .. اديني لقاء جمبك
4059	قال تتجوز قاال !
8900	مش لازم تعرف؟ انتى جولى الكلام دا صح ولا لاه وبس
20950	بجد عرفتى من فين
8227	لا بيات هناك لا
10992	هحاول ياحيدر .. هحاول ...
5339	١٨ سنة ذات بشرة بيضاء وشعر أسود طويل وأعين سوداء وغمازة تزين خدها الأيمن انتهت من الثانوية العامة وسوف تلتحق بالجامعة تعيش مع عمها بعد وفاة والدها ووالدتها.
5612	لو سمحت
2134	طيب كلى يا أختى لما أشوف أخرتها معاكى
5382	نعم
19939	بتقولي اي
1671	- خلاص اعملى حسابك انى مش هابطل اقولها خالص النهاردة. دا انت ماصدقت لقيتك يا هدير.
11556	حاضر عشان خاطرك عندى غالى رايحين
6471	مين قلك كدا
16188	مفضلش غير فاطمه بس ربنا يهديها وحاسه ان علاقة ليليان و ابراهيم فيها شويه مشاكل بس انا قولتله على كام نصيحه كدا
15077	طبعا معاك في كل خطوه. بس جولى احنا رايحين فين الاول؟!
2564	عارف يابوي اللي مضحكني انها باعته اتنين اغبي منها على اساس احنا مش هنعرفهم يعنى
2573	معرفش يا شهد واهدي علشان ماسك نفسي بالعافيه. دكتوره غبيه.
3762	لا متخافيش سهل
14036	ليه ياجي ليه حصل معانا كده انا كان نفسى يكون بابا وماما ومليكة يكونوا معانا ونعيش زى اى عائله أنا بكرهو ياجي بكرهو أوى هو الحرمنا منهم
8322	- حاسبى براحة طيب عشان ماتتعبيش.
15470	لا الرمل ده انا الل هدفنك جوه بيدى ياادهم ..
13169	ورينا الكاميرات بتاعت الصبح
20497	طب ماتهربناش. بس عالاجل خلينا نتصل باامى. اللى زمانها راجده عيانه عشانا.
11061	انا اللي بعشقه
3669	قوم شوف شغلك يا سافل
815	اقبلى تشتغلى معايا وانتى هتعرفى انى اتغيرت بجد
4332	مشاءالله
19268	بيجولوا ان كلام الحكومه عن العمده صح. في حكاية الاثارات والحشيش والبانجو.
7736	وبعدين حق البلد معاليك وتاريخها بينحدر.
18042	كنت خلاص هعمل مشكله بينهم يا ماما بس لاش الزفت عبدالرحمن
6787	مش عارفة انا امبارح فجأة بقيت دايخة ومش شايفة كويس وايهم نفس الكلام
8774	اممم و انتي مهتمه ليه
18600	ااه جبله
20339	انا هوريكي الجنان
11142	خليكى يا دينا شغف مش قاعدة.
4455	لاه مارجعش ودى مش عوايده
12635	- اطمن ياجدي. حربي مراقب الاتنين. والنهارده بأذن الله هانخلص!
20161	اششششش خليكي كده وانا هكمل الاكل .. هاا قوليلي بقااا اعمل ايه
7301	بحبك
17041	بعد عنينا. احنا مش عايزين نأذيك.
8059	شكرا أوى يا احسن أب فى الدنيا.
13766	حاضر محدش هيعرف بس بشرط
21783	بجد .. طيب خدي اهم حاجه يبطل عيااط
21472	سبتهم في الارض
18521	لا برضو مستحيل اروح معاك، بعد شوي كانت كارمن بتمشي معاه لطريق الشقه، شهاب دخل الشقه وحط المفاتيح على التربيزه، : اتلفي في البطنيه دي علشان مفيش هدوم و هدومك مبلوله.
16182	متنيل قاعد اهو مستني اي اخبار عن القضيه اللي شغال عليها
17480	انا جيت يا مرات ااااااه
8109	حاضر
12818	امال اي ولا علشان ادلعنا شويه هناخد قرارت لنفسنا، ادهم قالها كدا ودفن وشه في رقبتها آيه غمضت عنيها بستسلام آيه صرخت لما ادهم عضها
5361	مش مهم انا اتعودت منك على كده
20108	- حاضر ياواض عمى مش هارد والله. بس انت اهدى. واحنا ان شاء الله نوصل ونلحجها.
7150	- والدى!
2404	بس.
11057	تنزلي تقعدي جمب جوزك متتكلميش ولا تفتحي بؤك فاهمه ياوعد
17135	أنا بحبك
12131	حاضر ياما حاضر.
20486	نعم!
6877	طب يلا قومي خدي دش
681	صباح الخير يما
3096	ايييييييييييييييييييه
18053	ايهاب هوووباا ايهاب.
11178	يلا قطعى التورتة
20633	- على كلام الشيخ والمسافة اللى حددهالى يبجى هنا بالظبط. واحنا نتعب نفسنا ليه؟ انا شويه كده واتصل بيه يجى هنا ويحدد بنفسه باب السرداب.
14177	أنا أنا
3586	نمتى متأخر أكيد من الفرحة صح
12180	اسيبه. جال اسيبه جال!
3365	- ايوه صح. واياك اسمعك تانى بتجول تخينه فاهم
5885	طب تعالى اجعد جمبى عشان نحكى.
18907	انت يا حبيبى اسمك ميمى
18577	هتسكت ولا اقفل
2722	نازله كدا
9006	بسرعه بس علشان عندنا شغل كتير النهارده.
6062	- مساء الخير يا عاصم؟
6963	لا مش زعلان
3159	- خلاص اهدى بقى كفاية. دى لحظة غضب وانا اعصابى فلتت منى.
3518	كلامك ده يسعدنى يا بابى بس قولى سبب واحد تخليه يروح معايا غير انك بتعتبرنى صغيرة عشان انا زى ما قولت قبل كده انا مش هروح لوحدى فى الدكاترة والمشرفين والطلاب
216	اييييييه
14671	مين يا أيهم
15788	مش كفايه فاطمه ورحيم و رويدا
19619	على اى يا آنسة انا معملتش حاجة وزى ما قولت ده واجبى ولو أى حد كان فى الموقف ده كنت هعمل كده
7473	أهلا يا بنتى.
8995	ازي وامتي ومين اللي عمل كدا
9355	أنا انا هروح انام تصبح على خير
9239	اكسرو الباب
2194	اي إلى عتقوله دا
20582	والفرحانه تهبب دا كله في وشها. ليه بجى كانت العروسه هى
12230	بس لو ماكنتيش تغلطى بلسانك اللى عايز جطعه ده
15020	العفو على ايه ده واجبى
14097	ولاد وبنات وعائلات. كل حاجه فيه
4201	أى العمل فيك كدة يا بنى
19111	فى اى ياسليم لى صوتك عالى كده
5058	عريس اي ونبي متفكريني
804	أنا اسفه
4574	خلاص يا حاجة سبيها براحتها
4513	انا بس بجول ان ولدى زينة الشباب ومايتعايبش
19700	- هو عنده حق وانتى فعلاً فاهمة غلط يا بدور اناااا...
9375	صباح الخير يا إبراهيم بيه
14391	٤ مليون يا فندم
5407	ايوه كده اضحكى خلى الشمس تطلع
17073	قاعدة فى غرفتها وبتقول مش عايزة تفطر
12483	عارفه ياوعد اي حاجه ف الدنيا بتبدأ صغيره وبتكبر واحده واحده .. ع عكس الالم بيبدا كبييير وبمررور الوقت بيصغر لحد مايختفي
8340	- انتى جولتيها جبلى. النصيب يابتى هو اللى جابها من اسكندرية عشان تتخطب ل معتصم هنا اللى احنا نطيق العما ولا نطيجه. المهم دلوك خلينا في وائل دا النهاردة هاياخد عروسته وينجى الدبل. وبكره ان شاء الله هاتبجى ليلته احلى ليلة. ايه انتى مش فرحانه له؟
7602	ماما وعد جمبك ياحبيبي خد اشرب العصير ع بال مايجهزوا الغدا
9226	معلش يا خالتي ام ورد حمري انتي اللحمه وانا هطلع اصلي قبل ما يجي دياب
9303	عايزة سلامتك شكرا
16165	معاك
2047	- شوف يا عبد الرحيم من الناحية دى ماتجلجش. انا جولتلك من الاول انك هاتسلم اختك لراجل وان كان على اهله فاحنا اهله ياولدى ولا انت مش جابل بينا
5411	ايوه بقا
9528	هاا قولولي بقا انتو ظبطوا كل دا ازاي
4185	ايوه يا ألفت
13276	نعم أكيد كبير أو متجوز وهيتجوزها يومين وهيطلقها
20378	حاضر.
21391	والنبى سامحنى مش هعمل كدا تانى أدينى فرصة
3665	ما كله بسببك
7717	يعني اي الكلام دا .. هو لعب عيال ولا ايه
1989	يا حبيبتي انتي مبقالكيش شهر متجوزه ودا غلط كملي سنه وانا هاجي اخدك من قلب بيتك تقعدي معاي شهرين
3215	- بجيتى غويطة جوى يا بدور وماحدش بيفهمك يابت عمى!
9163	طاب ولله اسف و حقك عليا
17078	مش عاوزة أفطر مش جعانة
8188	خلاص عشان انا طيبة هساعدك
20900	حمزة انت اتخرجت من كليه ايه
14008	ماشى ياحبيبتى اعملى الريحك انا مش هغصب عليكى
9578	يااعشق انزلي بدل ماانتي متشعلقه فوق الدولاب كده
7692	دانتي طلعتي دماغ
17529	لسه زعلانه مني
7755	هخبي اي بس ياجدع .. زي مابقولك نامت ومعاها اختك وامها
1582	عادى الشغل ماشى هو بيبطل
15601	نازل اخلص ع ولد المحروق دا
11183	ياسين اتلم
8314	- يعنى انت كلمت ابوها رغم رفض البنت وكمان من غير ما تشورنا؟!
15686	ولسه ولسه.
21021	اطلعوا كلكم بره مش عاوزه اتكلم مع حد .. مش عاوزه اسمع اي كلام .. حرام عليكمم !
11392	خايفه يااماما .. الزفت سامح دا
2335	مامتش مامتش خلاص ..
16597	مش وجته الكلام ده دلوك
14528	مالها؟!
6673	- وامشيهم ليه يانورا؟ هما مش وصلوا عشان يساعدوا. يبقى خلي امك بجى تعمل اصناف حلويات زينة نحلى بيها وساعدى انتي معاها. عشان عايز السفرة النهاردة تشرف على حق. وابوكى هالقيلوا شغلانة من تحت الارض عشان يساعدك برضك. وخليه يتحمل بقى.
522	مش عارف دلوقتى ماسة تنزل ونعرف
2193	تؤؤ ساعه بالظبط وهتلاقيني عندك .. يلا عاد بدل مالواحد تطق ف دماغه ويخرج عن شعوره
1358	انتي ختيني لحم وهترميني عضم.
7035	الدكتور مدحت في مكتبه بس للاسف هو مشغول اوى مع الدكتورة مها ربنا يعينهم.
3892	والله انت رايق وفايق ...
15574	لا يااستي لاا الله يرضي عنك هعيش خدامه تحت رجلك بس ارحميني من ولد الخيااط
8335	- يعنى هاجول ايه بس يابوى؟ كل شئ نصيب واللى مقدره ربنا هايكون.
20102	- ومتعجلش بيه ليه ياما؟ مش جوزى ونصيبى. واللى زى عاصم الف من تتمناه. يعنى لازم تبجى عينى وسط راسى واَخد بالى.
3097	ياخووى اقتلها ادفنها ومتقعدش يوم تانى عند  الهوارة اتصرف ياحيدر .. انت مالك بارد اكده لييييييييييييييه !
15113	مادى مهمتك انت ياجد. احنا هانطلع الاول زى فرجة استطلاع وبعد مانعرف. الدنيا ظروفها ايه هناك. هانتصل بيك ونعرفك عشان تلمهم.
15847	دا بقي شحط في تالته ثانوي، اضحكي اضحكي
2129	روحوا غيروا يلا عشان تاكلوا
13333	انا كنت قاعد هناك بس عشانها لكن دلوقتى هرجع عشان مين
12384	اومال فين ميزو .. آآآو قصدي حمزه يعني
17711	- حاضر يا نهال حاضر. ان ماربيتك مابجاش انا!
9221	جهزتي الحمام
18871	نور انا بحبك اوى
3237	- صباح الفل عليكى ياست الكل. انتى واقفة بتعملى ايه عندك؟
18195	شكرا، و نزلة، شهاب حرك العربيه يركنها و هو بيدندن بفرح و غافل عن عيون ابوه إلى كان واقف في البلكونه و شاف كل حاجه.
14491	انا يا بيه الوكل
2717	يحيي كان معانا
11220	بيان يابنتى انت بتكلمى نفسك
16878	اشرب اللبن الاول علشان هيبرد
9506	انا بخير ياست الكل طول ماانتي بخير
14820	مش عايز اسمع صوت حد
19094	سا مح الو.
8213	حاضر يا بوى.
4910	- الله. هو انتى زعلانة من حد فينا ولا ايه؟
4280	هههه سيب يا عاصم وانا اوريك انتى اساساً خدتنى على خوانه
8592	انشاءالله يا ولدى.
1093	اتكلمي عدل ي بت.
9921	بنت مين؟ ايه دا معجوله يكون نهال وصلتلك!
7163	- يهمك جوى يعنى تعرف تمنها. ايه ناوى تشترى عربية انت كمان؟
5	مش عايز أشوف وشك تانى هنا فاهمة وقولى للباشا بتاعك مش أيهم الشرقاوى اليتنازل عن حاجة والصفقة دى بتاعتى أنا
1653	- حاضر.
9051	ح. ازم حازم الباب
12671	ماشي يا حبيبتي انت احسن دلوقتي
7914	امشى يامعتصم امشى.
5824	هههه على كده. هو كان صادج في حكاية الفيلم
20698	فاااهمه ..بس انت متعصب ليه بقي !
1986	نعم يما تقعدي معاي لحد مخف اي...
13246	شفتى ازاى انا اقدر اعمل ايه حاجة عشانك
5640	ابوك اجن يا عبد الحميد بيرفض ولدى الدكتور
4227	الف مبروك ياحبيبتى
12610	- ايييييوه. كانت واحنا بنتناقش عن حالة الولد. انا منكرش اني كنت جريب منها الفترة اللي فاتت. بس اديكي عرفتي السبب.
2920	لو سمحت كنت عاوز اوصل لغرفه الدكتور ياسر فؤاد .. ممكن تكلمه لان تليفونه مقفول ..
217	كيف ؟! من ميته اللي بينهم تار عيعرفوا فالواجب ؟!
7849	هو دا الزاهر الصراحة
6805	وانا همشى كمان
1310	امي
3895	لا روح شوف حصل ايه .. احسن امك تكون تعبت تانى ..
4595	ماتفضها سيره بقي يامحمد !
11152	أنا أسفه مخدتش بالى
8197	يعنى انتى بتحبى أدهم دلوقتى
8538	هي عملت اي يابيه واحنا نتاويها حالا
15195	جد ياسين
232	وااه ياابو بلال يعنى انا هاكدب ليه بس
9819	انت بتحب لارا
16195	صباح النور، كل دا نوم
5554	ماتيجى تشوف بت عمك اللى اتجننت يا عاصم
5828	انا عايز النهارده جبل بكره بس خايف من جدى ليعجد الموضوع عشان حربى
6953	القعده دى ناقصه الواد رحيم اقسم بالله
13728	لما اكلمك تردي عليا
16167	لا خلينا صوت احسن
5727	أنتى تعالى أركبى من قدام أنا مش سواق جنابك
19229	مرات عمى مش بتاكلى لى
19577	- اجعدى يانوها انا مش هاكلك.
21670	اه عارفة
16262	مستعده اتحبس كدا اليوم كله
3772	فرحي على بنت اختك بكرا
13638	واه يا مدحت انت هاتجلب عليا ولا ايه ولا يكونش البت نهال عجبتك ياولدى.
13802	لارا هتقنعها أنها تروح بص انت المهم الساعة ٨ هنمشى مفيش نقاش
17846	ومالك مكسوفه كدا. ميل باس راسها، بنسبه لواحده مكنتش بتاخد دروس مجموعك حلو اوي
3966	ماما جابتلك اخت يا رأفت هاتسميها ايه ياحبيبي.؟
11747	فين هيا، نوسه كانت واقفه و ايه وراها وشها محمر من كتر العياط
17283	ياما انتي عارفه اني عحب وعد من وانا لساتني عيل صغير ومهما حصل عمري ما هفرط فيها .. فبلاش مخططاتك دى يا الهام !
16424	- انتي من امتى كبرتي وعجلتي كده؟
11092	وانتي مش سامعه صوت قلبي اللي بينادي عليكي
5248	لا انا اخترت أنا أتجوز ايه
12989	اي دا
3331	لا والله انتو كدا إلى بتغشو
1402	أنا أكلت الحمدلله هروح أرتاح شويه عشان تعبان
8027	حاضر
3218	- حن عليكى ماتجلبى في المواجع وانسى. ممكن تنسى اللى فات يا بدور. وتفكري في اللى جاى.
11820	ايه حد قالك قبل كدا انك ظريفة اوى
16857	خشي جوه
14388	أهلا بيك. عايزة عربيه كويسة ومش مهم عندى السعر
4246	الف سلامه عليكى يابتى
7571	صوووح .. بس انت مين
10460	معقول ده كله كان على وهم
15656	اهلها عندها فوق
7274	والله انا معارفه اي الحكم دا .. ازاي يعني يطاوعها ويسكن معها ف بيت جدها
21736	هو انتي ليه مصممه تفرقي بين عاصم وعشق ماهما الاتنين ولاد حمزه
18430	- طب اهي كفي أهي. حبي عليها.
21519	اشمعنا احنا يعني
1167	- ان شاء الله هانخطبها بجد ياستى وعن قريب اوى باذن الله.
3355	- يعنى اخسر شغلى ياجدى كمان! دى كأنها فص ملح وداب. انا حاولت مع نهال و بدور و نيره وبرضو ملاقيتهاش. يالا بقى كل حاجه نصيب.
12462	هاابقي اقوملك اكبر محاامين ف البلد يااسميره تقلقيش
2975	بوكل مرتك مريم بقيت رفيعة ومش بتاكل
10231	المهم اي رايك في بيلا لسليم
14184	شكلك كان تحفة انتى وخايفة
1863	احم، انا كدا اطمنت عليك. ولي عمل كدا انا قدرت اجيبه و تحت ايد واحد صحبي هقطعهولك بسناني بس اول موصل
21278	مريم ليه مالها مريم
2278	مممممممممم 100 الف يمشو الحال يااسماعيل
2340	طيب هما طلعوا له شهاده وفاة
3300	اشربي يا حبيبتي انتي حامل و محتاجه تغزيه
8170	لا ابدا يا ماما أنا بقولها تاكل
14992	اوكى يلا بينا
5817	ياعنى هاتعمل ايه؟
19155	أنا شكلك اتجننت انا مستحيل اعيش معاك فى بيت واحدة
21872	يعني انت كنت عارف.
16935	انت انتجننت اياك ازي تتدخل الاوضه وتفتحلهم الباب زمانه كان ميت وكل حاجه باسمك
11585	اه خودى وداها غزل البنات
9310	مرح انتى بتحبيه
17907	- دا شئ يسعدني طبعاً انك تتعمدى على نفسك وقلبك يجمد وماتخافيش.
3138	شكرا يا دكتور
13117	فوق يا بابا تعال ورايا
9900	ماانا سألتوا وفهمنى كمان عن حالته بس انا كنت عايزه اعرف منك اكتر
8880	نمشى بلدنا ياغندوره ولا نسيتى ان وراكى مدرسه
20510	كمان عايز تلفونك. بابت الناس متأذنيش
19196	ضربة فى قلبك أنا همشى من هنا غصب عنك
10636	مش هعرف اعوضك ياحمزة
5035	دسته يعنى
6859	وال تانيه دال
12698	ايوه عملت لكارمن بس لسه ما ودتهلهاش و سلسبيل و مرد
17740	احلي جيجي يا ناس
805	ولا يهمك ياقلبى.
17573	بنتي مش هتطلع برا البيت
15621	فضولك هيقتلك .. خابر زين انا.
1602	شغل يتأجل ومع أخوك مع معتقدش
10609	يخرب بيت فصلانك يااشيخه ... اييه !
21053	وجد .. محتاجه اتكلم معاكى ...
20182	متغيرش الموضوع ياحمزه  .. مين ست ساره دي
9452	خلاص ياحمزه والله بهزر الله !
20431	ماشي يا ست الكل
16010	اي دا انتي ازاي قاعده قدام امي ونسوان اعمامي كدا
16566	هتهالي يا ست الكل معلش و اكويها
20691	برده هتكوني زي القمر .. تعرفي ليه
17007	طب تعالى معايا. ما احنا اكيد هانحتاجك! وهاجولك على انت عايزه واحنا ماشين. عشان انا اتاخرت عليهم اساساً.
8049	مفيش مرواح لمكان
2835	طالما انت معايا اى مكان هيبقي جنه ..
1834	انت بتسمي الشوربة بتاعت المستشفيات دي اكل.
17523	حاضر يا بوي اجهزها ونمشي
8464	عنك يا ست الكل.
21179	الحمدلله يامرح متقلقيش.
15388	ااه ياسليم خليك جمبها ساعتين تلاته وهتفوق .. انهيار عصبي مستحملتوش فاغمى عليها ..
