line	text
8108	بيان اطلعى لأوضتك.
373	قوي للاسف
765	ليه طيب
15160	الحمد لله. ربنا يتم شفاه على خير
7629	دا انا اقتلها ولا تكون لحد تاني
15804	- انت ياعم انت. نضفت الفيلا قبل مانوصل ولا هاضطر استنى لحد اما تخلص.
20659	حمزه عاوزاك ف موضوع بعد العشا
19413	فيروز هو انتي كنتي عامله صانيه الكنافه ازاي بصراحه طعمها كان حلو اوي ويوسف بيحب الكنافه وعايزه اعمل وحده زيها.
16226	خلاص يما حصل اللي حصل
11691	افتكر اني قولتلك مصمم توجع راسك وتضيع وقتك
14352	ايوه يا حبيبتى
9460	معجب .. مغرم .. عاشق .. هايم .. روحي يقيت تايهه فيكي
11492	خلاص يا ست الكل هتمسك اهي ان شاءالله
16449	- ربنا يوريني فيهم يوم البعدا. دول كأنهم اتفقوا عليا ومصممين اشيل معاهم الليلة. ربنا على الظالم ربنا على الظالم. انت ساكت ليه ماترد عليا؟
18993	فى  مرهم للعروق عندى جوه .. هدخل اجيبه متتحركيش ...
8917	اااا، انا عارفه الموضوع ده من زمان بس افتكرت النهارده
17748	حازم حد يشوفنا.
4714	- ايه ياحبيبى انت مكشر ليه وواخد جمب كده لوحدك؟
18444	بس...
10562	مكنتش اقصد ولله يا هانم. وكملت بدموع. انا مكنتش هدخل المطبخ بس وفاء هانم طلبت مني اني اساعدك.
6555	اقعدوا يا جماعة عشان نتكلم بهدوء.
20266	ياخساره يااخو جوزي وعم بنتي .. عارف مشكلتك اييه ياجمال مشيت ورا مره حرباايه
11689	اكيد متجوز يا جلال صح .. اي رايك تاخد دا لمراتك .. هتفرح قووي
4648	وانت الحلو اللي محليها ياحمزه .. اتاكد من كده
12904	سايبه المذاكره بتاعتك و دايره تتمرقعي يا هانم
14993	أنا تعبت بجد أوى من اللف ده
7893	لو سمحت يا دكتور عايزة أعرف الأشاعة دى بتاعة ايه
14971	عاملة ايه دلوقتى
20869	ادينى ياجدى الاذن انا أتصرف معاها
10790	وصل كريم لأوضته. روح يا كريم أرتاح
15002	ششش خلاص ياقلبى أهدى مفيش داعى للعياط
18295	بصى يابتى ( وحكالها على موضوع التار ) هو دا الموضوع لو مش موافقة انا معاكى وهتصرف أنا مش كنت هوافق غير لما عارف أن الحاج عبدالرحيم هيعاملك كيف بته وأدهم زينة الشباب أيه رأيك
5482	حلوين قوى ما شاء الله
20316	مبسوطه اوي ياحمزه وانا شايفه لمعة عيونك دي
13963	لى كده انتو مش كنتوا قاعدين فى الفيلا
1379	شغف بابى قالى أن ورقك اتحول الجامعة هنا وتقدرى من بكرة تروحى لجامعة
17992	اوعاا انا مخصماك
8336	- قصدك ايه بكلامك اللى مش مفهوم ده؟ هو انتى امبارح مافرحتيش بشبكة نورا؟
18276	تعالى يابتى بدى احكى معاكى شوية
11199	اه يا عمى
7475	أنا عايزاك فى موضوع يا بابى بخصوص شغف
11915	اه يا ماما
18363	- وه يانيره. مش تسلمي الاول يابت خضتيني.
16341	بس أنا مش عايزة أروح.
2193	تؤؤ ساعه بالظبط وهتلاقيني عندك .. يلا عاد بدل مالواحد تطق ف دماغه ويخرج عن شعوره
5095	وانا يا بوي عايز اتجوز.
20932	كويس متقلقيش
9086	ما تخلي مريم هي اللي تعملهم علشان عاوزك
6625	ياسين متعملش فى نفسك كده
10972	لا انا هعملك الفطار واجبهولك
2924	يامحمد يعنى هتسيبنى لوحدى وممنوع انزل تحت .. اي ده ؟!
14292	مجموعة شركات أيهم الشرقاوى.
3195	- ياما كان نفسى بطة تبقى وسطينا النهاردة يابنات. كانت هاتعمل جو جميل ساعتها.
6832	حازم بيه اي، عمي حازم في المزرعه
9864	موافقة يا بابا.
7767	يعني مافيش مفر ..
20269	خليكي قاعده جمبي لحد ماجوززك يتجوز عليكي وساعتها تشيلي الطينه
18155	وانتى مالك مخطوفه كده. ادينى كلمه منك اروح لجدى وعمى دلوك ونتمم الموضوع
21047	ده اكيد .. وهو فى حد عاقل يستجري يقرب من مراة مجدي الهواري .. ده كان اتنسف ؟!
11017	ربنا يسترها قلبي مش مرتاحلهم ولا مرتاح لجيتهم دي واصل
10153	ياربي عليييك تفصل بلد بحاالها .. انت مش معقول يعني
934	دا شخص جاهل .. عارفه يعني اي جاهل .. مايفهمش اي حاجه ف اي حاجه غير اني الجاريه اللي جابتهالوه امه
13423	أنا هروح أشوف دكتور ومش هتأخر عليكى
18839	أنا ووائل فرحنا هيكون بعد أسبوعين
11534	هشوفك تاني
20533	لا عاوزة سلامتك يا بابا سلام.
15977	انتي اي يا شيخه مبتحسيش ايوه غلطت وعارف اني متهبب غلطان بس الرحمه حلوه برضوا
15917	هتكملي نوم
21300	ايه حالة مريم دلوقتى يا دكتور
8616	أنا آسفة يا ماسة هانم بس الأستاذ مراد مانع اى حد يدخل
19412	عامله اي
5363	ما المشكلة انى عارفة.
184	نعم
21109	- قوليلى ياحلوة. هو انتى تعرفي جوز البهوات اللى هناك دول؟
20217	هخاف من مين .. منك! وهو ف حد هيخاف من امانه وحمايته ياحمزه
20267	مسافر ميته انتي.
19635	صباح الخير يابابى
4606	تعالي ياروح بابا
3929	طيب لو عاوزه تشوفى وش مجدى الهواري وقت الغضب ابقي تعالى ياحماتى .. ثم صمت لبرهه يراقب شر عيناها المنعث:
18920	أتمنى تكونى كده ياماسه
4807	- الوو. ايو يا نيرة.
20565	احممم
16496	هنزل اجيبهم
20052	- خليكى في فرحة بنتك دلوك. وبكره يحلها الحلال.
7222	عن طريق السودان في انفاق بين مصر والسودان من خلالها هيتم تهريب الاثر وفالسودان سهل اننا نهربه من المينا او المطار من غير ماحد يحس
18902	عاوزة حاجة ياكوكى
9850	دى دموع الفرح يا سيف انا ديما عايشه على امل أنك ممكن تحبنى أنا قلبى كان بيتقطع لما اشوف نظراتك للارا وحسيت أن كل امل أنك تحبني أنتهى لما طلبت أيد لارا.
17795	حازم ايوه انا مش مبطل عط بس عمري ما اقرب من واحده تبقا مرات عمي على سنه لله ورسوله
1476	حاضر ياجى هحاول
1539	مش عارف ان هرن على إبراهيم بيه
5483	أنتى أحلى شكرا
16702	روح خد دش يكون المغرب اذن علشان نفطر وشوف سليم وزين فين
16263	ابراهيم ابراهيم، مش دلوقتي لما تفطر
5503	بما أن النهاردة مش رايحة الشركة اى رأيكم نروح نتفسح
17853	بحبك
9913	بتورطونى ياولاد الفرطوس. وتتخطبوا على جفايا
431	بلاش يا ابني و ندخل في مشاكل و حورات
2805	اللللللللللف مبروك ياحبيبتى .. فرحتلك اووووووووي ...
21191	مرح انا زمان حبيت نرمين الطفلة الصغيرة وتعلقت بيها ولدلوقتى قلبى متعلق بيها ولم قابلت مرح الكنت فاكرها صديقتى وكنت بنكر اى شعور بالحب تجاها عشان عايز قلبى يحتفظ بس بحب نرمين بس مع الوقت.
16372	أمته هتتقدم ليها
3407	والله والله ما  عكدب عليكي .. امبارح دخلت المطبخ ولقيتها هي والجدع البحراوي دا عيبوسوا بعض وهي ماسكه فيه وتقوله متسبنيش ياسامح اوعي تبعد عني ياسامح  .. عقولك انا شايفاهم بعينيا الل هياكلهم الدود دول ياستي
18619	هنفضل نرغي كتير كده .. عاوز اخد دش انا
12804	ازي و حور عطياه العلاج امبارح و مكلش اي حاجه تعالي الضغط
3123	ريم روحى على غرفتك
8618	أنا آسفة بس دى أوامر.
3433	مالكيش صالح انتي ياما بالموضوع دا انا اللي هخلصوا
1864	توصل فين.
19342	كده ما فاضلش غير موافجتك ياعمى
2402	اتجوز ياحمزه ...(لتضع اناملها علي شفتيه ).
13574	- طيب هو انتي هاتقدري برضوا تشيلى عزومة كبيرة زي دى لوحدك؟ ماتخليه يجيب واحدة من اخواته البنات يساعدوكى.
5098	نفس الكلام
17517	تعالي يا حج
20801	اصبر عليا هخلص كل حاجه وهرجعلك بمفاجئه حلوه كمان
18991	هو احسن بس من ساعة موت ماجده وهو حاسس بالذنب وعلى طول عندها وبيقرالها قران حتى انا مابقتش اشوفه غير صدفه .. والله انا تعبت ومش عارفه اعمل معاه اي ؟!
19571	- ومالوا ياض معتصم كان تاجر مخدرات لا سمح الله؟ دا دخل السجن عشان خناقه ووالدته كلها شهر ولا اقل وتخرج وان كان على والده فاحنا ملناش دعوه بيه مدام الواض كويس!
21148	ممكن حد ياجى معايا عشان يحاسب
6562	إبراهيم دى امينة الخطفت ابننا
1805	والله الكلمه كلمت ادهم
5137	ايوه
6218	- اصله كان وارث الأراضي وعزبة الفواكه عشان يجلع على بنات الناس. خبر ايه؟ هو نسى نفسه ولا نسى اصله.
8849	وقدامك فى اتنين !
7241	غلبت قلبي معاك ياابن الخيااط
6252	- الله يسامحك يابيه انا بس بجولك على اللى شايفه. ودى مش محتاجه فكاكه.
2186	بس انت ازاي قدرت تعرف ان هي اللي قتلت انت فظظيييع بجددد
18053	ايهاب هوووباا ايهاب.
3372	- خير يابوى. مالك بتجرى كده ليه؟ في حاجه؟
7572	طاايب تعالي .. اقف اهنه متتحركش وانا هديلهم خبر جوه.
6107	ريفريش بقي لليلة المكتبه من 5 سنين .. الخبر دا مش هيعدي كده !
11882	حلوه الحركة دي
16959	طب انا هقعد مع خد، وقبل متكمل كلامها
8908	استنى ياولدى. انت هاتعمل زى العيال الصغيرين
13352	ياسين
21247	دى حالة تسمم والمريضة حامل لازم
14358	مكان بيتك ولا مش فاكراه
8953	انت اتكلمت مع الخدامه في إلى قلتلك عليه
13468	بابا
15745	تمام
13999	بجد شكرا يابابى
15202	اخوك بلال علم ونازل مخصوص عشان يشوفك.
17524	الف سلامه عليكي يا حبيبتي
6021	لك اهدي شوي. شو صار
6633	ماشى الحال.
20854	هى مش بقيت مرتى انا طلقتها
11893	حاضر. كمل وهو بيحط السجاره في الطفايه
21000	مش عاوز كلام حب تانى .. عاوز ارد على الحب ده بطريقتى ... ممكن .
21085	حمدلله على السلامة يا حبيبى
11319	- ايوه بجى انا هاموت واعرف. هو في مجبره صح ولا لاه؟ ولو في تبعتله ليه عشان ياجى من الإسكندرية ويشاركك فيها؟ ماكنت اشتريت البيت وبعد كده حفرت. زى البيه العمده ماكان بيعمل!
18787	أهدى ياحبيبتى انا بخير
16156	طلعتنا علشان جوز ليليان صح؟
4674	انت نازل مصر ياولدي
2238	العفو يا فندم بس
8824	سيدنا محمد رسول الله ...
4676	مابلاها ي ولدي قلبي متوغوش
10458	تعالوا معايا
18545	تعاله بس هتنبسط اوي العب تحت المطر حلو اوي
6902	مراتي
20365	عايزه حاجه يا ليليان
11622	مسيو حمزه اتصررف بليزز مابدي موووت هون
4727	- واه ياختي واحنا في ديكي الساعة لما ناخد بت بدور القمر ولا عاصم باشا. بس ياخسارة بقى عشان اللى في بطني بت حقيقى مش واد. انتي بقى ماعرفتيش، نوع الجنين؟
19201	بس انا عايزة اقعد مع جيلان
2841	هو اي اللي مش قاادره .. دانتي كالتيش حتي ربعها .. لازمن تخلص كلها متحاوليش .
19842	انا رايحلها دلوقتي
9103	نايمه جوه ادخلي شوفيها
3681	كلمة السر اي
15366	ليه بتبيعي لبن
16531	موافقه يا كارمن
5035	دسته يعنى
6681	- يامدحت ماتقولش كده. انا مقصدتش خالص على فكرة.
5155	حلوه، انتي خريجة اي.
16618	تشكر ياولدى
2137	كارما أبقى أجهزى عشان بكرة هنروح الصعيد
8043	حاضر يا فندم اتفضل معايا يا استاذ حمزة
411	تسلم ياريس، اه صحيح بابا بيقولك يلا علشان توصل كارمن الكليه
16170	مفيش
2081	- ماشى يا عاصم انا هاريحك بس بشرط تصالح ولدى الاول بعد ما زعلته لما خدت بنته اللى هي مرتك من المستشفى من غير ماتجدر ابوها ولا تشوره!
13300	الطيارة هتوصل كمان ساعة فروحى دلوقتى على ما توصلى تكون الطيارة قربت توصل
5677	- وايه اللي حصل بقى عشان يبقى جميل كده؟ اكيد فيه حاجة؟
7018	- ايه اللى حصل يادكتورة. وبدور عاملة ايه؟
6867	عجبني.
16428	- لم نفسك ياراجل انت واعرف كويس انت بتكلم مين؟ هي هبت منك عشان تيجي تبجح في كبير البلد وتتبلى عليه كمان؟
13625	طيب شوفى مين؟
13548	- امال ايه هو اللى هاجيب نتيجة؟ اننا نسكت ولانطاطي لواحد حرامي زي ده. عايز ياكل تعبنا وشقانا.
19225	بيان صحبتى اختفت ومش لقينها
17188	ممكن بلاش الغاز وتقولى فى ايه
7029	- مالكيش دعوة انتى تنفذى الكلام وخلاص وان كان على وائل فاانا هاعرف اتصرف واخليه يجيلنا بنفسه بعدين!
9090	ما احنا بنغير اهو.
1682	طيب هى هتفوق امته
12376	انا بس اخرج م هنا .. هنسفك انتي والكلب بتااااعك.
11748	انا إلى قلتلها تنزل
6314	احم انا اكتر
13746	قصدك ايه
4156	لى هو حصل حاجة
21038	متشكر ياوجد .. روحى ارتاحى انت وانا هطمن على مجدي ومش هتأخر ...
10409	حد فكر هنعمل ايه
9213	بس انا شايفه ان لو واحده من بنات عمه كان هيبقا تعامله معاها حلو
16936	احمدي ربنا ان قدرت ادخل وافتحلهم باب الحمام والا وربنا لو كان حصل حاجه لخديجه مكنت هرحمك يما
16110	-ماشى يا بدور انا رايح اشوف مين عالباب وراجعلك تانى.
12709	طنط حور جعانه
395	بتعملي اي، قالها شهاب لكارمن لما وصل البيت كانت الساعه 2 و لقي كارمن في المطبخ، كارمن او ما سمعت صوته القمه و قفة في زوره بلعته بصعوبه و ردت
5851	انا بجولها اتحملى وخلاص وبكره هو يتعدل لكن هي مش راضيه.
1970	الف سلامه يا حج عليك
16006	حقه الصراحه الواد مز وجااامد
17410	لا انت فاكرنى هاضحكلك. غور من وشى مش ناجصه استظرافك انا.
9099	ونشوف يا انا يا انتي.
2608	تؤ تؤ لما تمسكني لاول
16735	يارب.
14219	اى البتقوليه ده ياعمتى دينا أختى مستحيل تكون غير كده وانتى ناسيه أن انا خاطب شغف وفرحنا قرب
20298	المرة دي مش باعتني ابن الخياط .. باعتني قلبي يارامي .. مستغربه .. اكونش حبيتك !
9832	أنا قولتلك أعرف الشخص البيحبك قبل فوات الأوان بس خلاص الأوان فات
6038	- مالها بدور يا نيره؟ هو عاصم معاكم عشان اسأله؟
827	نعم
8637	مهما كبرت هتبجى بالنسبالى البت نهال
15764	امم مش يمكن انتي اللي عامية
14628	واهو رجعنا ونهقعد على قلبكم
839	بابا تعال اتفضل يا حبيبى.
19885	اهو قدامك البجامه السوده دي
4323	حاضر.
8825	اييييييه !
8668	يعنى جولتى ايه يابتى خلى جدك مسهم كده
5062	نعم يختي مين حبيبك دا
2834	ياااارب استرها.
1809	ولا حاجه بص لابوك وخلاص، امك إلى شكلها مش مرحبا بوجودنا خالص
13977	خدى ياشغف المفتاح افتحى الشقة وأدخلى وانا هروح اشوف بابا وهرجع بسرعة
13633	اللحجى المحروس خطيبك باينه استحلاها.
4355	تعالي معاي هو في الحوش
17069	بس دى وصية يالينا وانا مستحيل اكسر كلام جدى
15658	اكيد في عطل في حاجه هو جاي النهارده
7336	لا يا ادهم عايزا ابقا معاك
11982	أتفضل يا بيه
98	نصيحه منى يا نهال تشيلى الموضوع دا نهائى من مخك. دا قالك انه بيحبك ودى تكفى انك تأسسى بيها حياه جميله مابينكم
13904	شغف عندى ليكى خبر بابا جابلك شغل فى شركة الهوارى هتبقى سكرتيرة لمكتب مدير الشركة
11040	لا ابدا دانتو منورينا
7700	قولي عاوزه اي
19942	انا مصدقتهاش بس لما شفتك وهي قالتلي كلام مش حلو اضيقت
6331	وريني كدا كاتبين اسمي صح
8720	ماشي ياماما تصبحي ع خير
2876	حمزه ممكن تبطل جنان .. ووتفضل تخرج
7370	بيان
14613	أنتى يابت الزمى حدودك
21099	ومش تاخدى فى بالك ياقلبى انشاءالله ربنا يعدلها
20821	تعالي انزلي معايا.
11088	تؤ حمزه ماغيرش الموضوع .. قولتي ايه
21272	أنتى صغيرة مش هتعرفى تعالى اشيلك
6391	من صغرانا و ستي نوسه و نسمه يقول كدا وبعدين من امتا و عندنا بنات بتطلع برا العيله ما طول عمره معروفه البت لأبن عمه
18392	يبقوا انتوا اللى طلبتوها ودي اسهل حاجة عندينا.
1997	كل سنه وانت طيب. وحقك عليا متزعلش مني
19548	هتيجي معايا
19600	وانت مالك بعد كدا انت وهو
20253	مالها بطني ياحمزه
19812	لا
19481	محتاج حاجه انزل اجبهالك
12224	دورى ياختى، انا هاكره. ان شالله حتى تجوزيه من عشيه. المهم هو فين دلوك. من الصبح مش شايفه
13585	- طب الحمد لله بقى انه ساكن في المحافظة وبعيد عنينا. احسن انا عارفاك مجنون وتعملها!
21350	تؤ .. قوولت لا .. ووريني هتمنعني اززاي.
3489	وبعدين فيك ياابن الخياط
11614	يعنى انت بتحبنى زى ما أنا بحبك
3620	لا الخاتم ده الجابهولى ياسين لما صالحنى لازم البسه
10826	معلش كنت سرحانة شوية
325	ركز على الطريق يا ادهم. اه صحيح بس هو احنا رايحين فين
21137	- انا سامح ياباشا. ابقى حمى معتصم بيه اللى كان قاعد من شوية معاك دلوقتى. ونفسى اتعرف بيك.
18605	ربنا يخليك يارامي .. هاا امتي بيتكم هيفضي عشان الناس تيجي تعيان
12117	اللى جاب سيرة مها انى حسب ما سمعت انها اتطلجت وعشان كده الست الوالده لما اصرت عليك المره دى تتجوز وافجت ب بدور العيله الصغيره عشان ماتضعفش وترجع لها
18600	ااه جبله
10856	مين بس اللي وجعك
2223	عارف، حور صرخة لما ايهاب عضه
20122	- ياجدعان وانتوا ليه عاملينها مشكلة كبيرة بس؟ مش يمكن الدكتور ومرته راحوا بيتهم. وعزموا على واض عمهم عاصم يروح معاهم.؟
20564	دخليها
14084	يعنى مثلا نعدى المحلات. نروح كافتيريا ونقضى وقت حلو او نروح كافيه
1189	- ياااارب.
12885	- اسلوب العنف ياسيدى. ولا انت فاكرها مش هاتحكيلى على اللى حصل؟
481	- فيها انك عروسة جديدة يامحروسة. وماينفعش تباتى بعيد عن بيت جوزك.
11276	آيه اشربي البرشام دا
8142	في حاجه يا زكى؟
21040	الهانم شغاله مخبر للحكومه .. وبتبلغهم كل خطواتكم .. مكفهاش عار اختها  لا وكمان عاوز تسجنكم !
16629	استنى بالهداوه الحاجات دى مالهاش الغشم
8996	انطقي
601	ايه حصل روحت هى صح
19508	شيل ايدك من على ضهري
6768	ماسة لو سمحتى متتكلميش معايا ببرود.
18021	هي قالتلك على موضوع الخلفه دا.
5094	احم ليه يا حج الكسوف دا انا حتا ابنك
16598	مش وجته كيف؟ دا هو دا وجته
12575	تسلمى يا حاجة
1702	ليه فاكر ان انتو بس التقدروا تخبوا
14659	مش عارفة على حسب ايهم
9403	اى الطريقة الدخله بيها دى يا استاذة انتى داخلة زريبة
2975	بوكل مرتك مريم بقيت رفيعة ومش بتاكل
17154	وربنا انت الوحيد اللي بتفهم ف العيال دى .. يلا فوتكم بعافيه انا ..
15274	مانت قولتها لاول مره يامراة ابوي
13246	شفتى ازاى انا اقدر اعمل ايه حاجة عشانك
20192	اهوو شايفه ياطنط حرقة الدم
10723	أقصد أن كريم مش ابنكم.
10143	لا منا عرفت وبصمت بالعشره كمااان
15071	طب هي كلمتك برقمها ولا رقم غريب.
13244	خدوا وادفنه فى ايه مكان
5891	امال هاتتجوز مين يكونش عينك راحت على نيره وماله مايضرش. هي كمان حلوه
20502	ياواد ابوى. استنى بس نفكر
20814	بخصوص مشكله دي تعالي كنت عاوز اقولك ع خطا فادح انتي ارتكبتيه امبارح كده
17145	قصدك أن انا كبرت
11595	جاد مالك. مفيش رد
12986	خدي بالك علشان دول مش سهلين.
6398	نعم
5898	مستنينا ليه؟
6332	اه. شروق كتبته
5633	ياجدى دا مش كلام بت عمى ماتطلعش من العيله
7962	هى تقدر تخرج امته من المستشفى يادكتور
10040	بابا
9731	حاضر
13914	مع السلامة
2531	دا اللي يفكر يمس حاجه تخلص دياب فما بالك بامي و ابوي
12644	- بطل جلة ادب.
18024	الفطار يا خالتي
3883	طيب سلام، سلمي قفلت وهمست بشر
18029	الكليه هتفتح بعد اسبوع هتنزلي تجيبي هدوم
17697	- وانا مالى؟ هو انا جولتلوا يسيب سريره في بيت ابوه ويجى هنا ينام في الصالة!
3624	مستحيل اقلعك تانى
10145	هترغي كتير هسحب الاوفر .. هاااا
6644	بقولك دى شغف خطيبتى بس هى ازاى جات هنا
6052	- وانا نفسى اخلف مجموعة منك مش بس واحد.
526	وافق بس بشرط أن نسبته تبقى ٦٠ %
4702	لو سمحتي اقعدي حاابب اتكلم معاكي شويه
14005	أنا مش عارفة لى ماما بتعمل كده
11793	سارة دا مقعد لينا
14259	بس برضوا أكيد فرح ياسين ودينا هيتم
13728	لما اكلمك تردي عليا
10778	هحكيلك كل حاجة.
3902	هتخضيه ليه بس خليه يشوف المستشفى اللي حالها متشقلب دى احنا كلنا جمبك ..
8271	أنا عارف أن كلامى كان غلط ومش كان ينفع أقول كدا بس أنا أضيقت من نظرات الحراس ليكى أنا بجد أسف
21195	طيب مش هتقوليلى ردك يانرمين.
12884	- ممكن افهم يااستاذ معتصم ايه اللى انت عملته مع بنتى ده؟ هو دا اسلوب برضوا؟
16585	معلش يابوى. سيبنى في حالى. انا مش حامل اى كلام
801	أكيد اتفضلى
9768	العفو
19633	هو فى بيت ماما مش بعرف انام وهنا كمان
10590	هي قلتلك
4936	فاضل ساعتين على الفجر، ناميهم و اول ما تصحي هخلي ماما تعملك اكل
6288	خير يا عبدالرحمن بيه في حاجه
5530	يااهلا يااهلا. دا احنا انهارده عيد على كده. ان شوفناك ياعم ياسين
1654	- صحيح بمناسبة الدراسة. انا ليه بطلت ما اشوفك بتذاكري خالص؟
5012	والله كنت بهزر معاكي
15341	طمني بس وواخد ليه السلاح معاك
10876	مش مرتاح للبصه ولا الابتسامه دي انا
2163	متقلقش عليا .. باي باي
10626	فاضى ولا معاك شغل
18441	اممم بفكر اخليها تكمل في امريكا
5668	- اجيب العصير ولا نجيب غدا احسن.
10385	جاسى انا هروح التواليت
482	- بقولك ايه يابنت الناس. انتى لما استئذنتى تروحى ليلة الذكر مع امك في بيت جدك انا ممانعتش. لكن تيجى دولك وتستهبلى فيها. اهو دا اللى امانع فيه. عليا النعمة يا نورا لو مالميتى نفسك حالاً وجيتى دلوك على طول. ليكون ليا تصرف معاكى. يعرفك بالظبط انا مين؟
14356	المكان
11308	- هو زين وحلو كمان.
12952	حد سمحلك تتكلم ولا انت خلاص كبرت على ابوك و عمامك بترفض كمان
14241	استنى ياشغف رايحة معاكى.
21838	خليها تموت عاوزينهااش .. هاتيلي الواد يرضع سرسوب امه خليه يعفي اكده ويطلع وتك زي ابوه
17166	مكنتش عاوزه غير تبقي جوزى وبس ياسليم ..
17191	مش مهم أن انا جبته من فين جهز دلوقتى لصفقة وانا متأكدة انك بكرة هتكسب ثم وضعت يديها على يدى سليم انامهنش عليه اشوف شكلك كدة وانت مضايق.
20118	- والله ما انا عارف ياجد. انا كنت بهيص مع الشباب وماشوفتش حد فيهم لما طلعوا عشان اعرف اى معلومة.
5191	- انا متأكد من صدق كلامكم ياعاصم وانت مش محتاج تثبته. انا بس عايز اسألكم. انتوا متأكدين ان زاهر ده قدم بجد على تمليك الأرض وعمل الأجراءات؟
9806	كنتى بتبكى
5045	هرجع بيتي يا حبيبتي انا طولة هنا اوي
8729	تفتكروا الحربايه دي عاوزاه ف ايه
19442	خليك كمل اكلك هروح انا
2097	نوران
18225	حازم لسه ال، وقبل متكمل كلامه اغمي عليها.
6790	أنا حاسة الميه فيها حاجة
15133	المهم دلوك. هاندخل ازاى؟!
18179	انا مستحيل اروح شقتك
8662	هي مين رضوانه دى؟
11822	بقولك انا هدخل المكتب هشوفهم بيعملوا اى
925	ماشاء الله .. والله يابخت حمزه بيكى ويابختك بيه ..
9066	هههه دا انا طلعت حبيبكم اوي
15582	وانتي اي عرفك ان حمزه اللي خد طارق
8110	أى الهبل البتقوليه ده بيان بنتى والوقت العايزة تاجى فيه هتاجى ومحدش يقدر يمنعها ولا حتى انتى واحمدى ربنا ان انا سايبها تعيش معاكى رغم اهمالك فيها وأعملى حسابك بيان هتروح الرحلة لأسكندرية مع السلامة
17783	مش هتأخر هشوف ابوي واجيلك.
20673	ناويه ع اي يابت الابراهيمي ف ليلتك دي
15846	دا عيل يا ادهم
15749	انت هتضربني زي ما عملت في الخيل
274	اصل ايه وفصل ايه؟! دا انتى سنتك مش معديه معانا.
20511	ربنا يسترها معاك. ادينى التليفون. اتصل باامى اطمن عليها واطمنها عليا. ارجوك دى امى.
7587	ايييه .. اي حد تحضنيه كده .. مش لما نتاكد الاول مين الاموور
3915	تعبناكى ياوجد انت من الضهر هنا معلش استحملينا ..
5176	فوق
3550	مسافر اسكندريه
18147	شوفى ياستى. انتى ردى عليا بكلمه واحده وسيبى الباجى عليا
4101	ده عشان بطنك بس ماتتمرعيش قوى .. فوفا مش بترحم حد ..
20619	اننا اتجوزنا !
12238	عشان كده بجولك هو. بعد ماشوفته من ضهره.
19952	خلاص يا مرات عمي سبيها انا هبقا اتكلم معاها. بص لرويدا، قومي اغسلي وشك ويلا علشان هنتاخر.
8605	نعم انا جايه حالا
1164	- طب انا جايمه يانهال وكملى انتى ضحك براحتك بس!
7928	ايوه يا ست سناء
2585	هاااا اي رايك
14877	- سيبك منهم ياعاصم. دول مابيصدقوا يلاقوا بعض ياولدى. دا انا نفسي مش بسلك معاهم.
18541	ما هو عمي قال انك وصلت بسلامه
5448	شغف مالك ياحبيبتى مالك
4761	- لا طبعاً مش بالعنية فيه. انا اساساً حبيت الأسم وحسيتوا لايق عليها.
11494	قوليلي بس يا ست الكل هو انتي كنتي بتحيبي بابا قبل ما تتجوزي
4893	- عريس! ودا من امتى يابيه؟
9949	ادخل ياولدى، انتى معاك حد تانى غير اخوك
1800	ربنا يخليك لينا يا ابوي
19772	كان في حد في حياتك قبل كدا
17909	- طبعاً اكيد هاسعادك. دا كان وعدى ليكى من جبل ما نتجوز. بس انتى شاطرة وما جيتيش في مرة طلبتى مساعدتى؟
16473	- انت بتقول؟ ايه وامتى دا حصل؟ انتي فاكريني مغفلة وهاتضحك عليا؟
18191	وربنا انت فقر.
15629	لا صدق ياحمزه بيه .. انا اي اللي يخليني اركب ااوضة مرتك الا بناء ع رغبتها ولو فتحت النت دلوقتي ودخلت ع حسابي هتلاقي صورنا سووا وهي وهي ههااهاهاا ف حضني.
9610	احكي
11869	عليا النعمه يابت الفرطوس لو مااتكلمتى لاكون مكسر العصايه على راسك ردى يابت
15184	ايه اَللمتك ياحبيبى. فيك حاجه واجعاك
15928	ادعي لماما.
18469	تعاب نفسك ليه يا ابني.
1322	ايهاب اي ال
2840	لا كييف !.. اما ربيتك يابت فريال مابقااش انا تعصي ولدى علي انا .. طيب صبرك علىّ اما خليتك تعدى النجوم في عز الضهر مابقاش الهام .
16571	مش دي إلى جنبها
9951	واه. عبد الرحيم. ادخل ياولدى. دا انت في مجام عاصم دلوك
14749	شغف
15120	يعنى هما يتجلوا جلبهم عالبنته وانا ابو الراجل. اضعف. اصبرى شويه تانى واما نشوف اخرتها.
18802	عايز اشوفك فى مكانا تمام
17536	لا
1185	- يقدر!
667	بس مش اغلي منك، غمض عنيه بضيق كملي
9432	صريح اووي هههه ..البرتقال ياذكي ودي محتاجه يعني .. هااا دوورك بقي
14174	ده انسان بارد ورخم
16860	يوووه يا زين كفايه بتبوظ شكلهم.
20305	روحي ارجعي مكان ماجيتي يااسميه
3430	ومين قالك انها خطف حريم .. دي موجود هنا عشان تبسطنا كلنا وتبسط رجالتنا
11186	اهو ياعم ماشية مش تزق طيب.
7113	هات الحصان
12188	استني هروح اشوف
18288	ماشى أنا همشى ومش هاجى هنا تانى
4983	نفرين تعبو من العمال و في نقلت بطاطس لازم تتحمل بسرعه علشان تلحق توصل قبل الليل هحملنها انا وايهاب
5495	براء لى المأذون
